Unnamed: 0,id,chain,dept,category,company,brand,date,productsize,productmeasure,purchasequantity,purchaseamount
11246,86246,205,99,9909,107127979,6732,2013-04-14,8.0,OZ,1,2.29
11330,86246,205,44,4401,105100050,13791,2013-04-14,21.1,OZ,2,12.98
11401,86246,205,35,3509,103320030,875,2013-04-15,150.0,OZ,1,10.49
11496,86246,205,44,4401,105100050,13791,2013-04-16,18.0,OZ,1,6.49
11512,86246,205,44,4401,105100050,13791,2013-04-16,21.1,OZ,1,6.49
11547,86246,205,56,5616,104610040,15889,2013-04-16,7.6,OZ,1,4.69
11749,86246,205,21,2119,108079383,6926,2013-04-17,20.0,OZ,1,1.69
11851,86246,205,35,3509,103320030,875,2013-04-18,50.0,OZ,1,5.99
12059,86246,205,99,9909,107127979,6732,2013-04-20,6.0,OZ,1,3.29
12063,86246,205,99,9909,107127979,6732,2013-04-20,9.0,OZ,1,2.98
12247,86246,205,99,9909,107127979,6732,2013-04-21,6.0,OZ,1,3.29
12443,86246,205,99,9909,107127979,6732,2013-04-22,9.0,OZ,1,2.99
12491,86246,205,99,9909,107127979,6732,2013-04-23,9.0,OZ,2,6.67
18602,86252,205,32,3203,106414464,13474,2013-03-03,5.0,OZ,1,1.99
18798,86252,205,56,5616,104610040,15889,2013-03-04,8.0,OZ,1,4.69
18907,86252,205,99,9909,107127979,6732,2013-03-04,8.0,OZ,1,2.29
18915,86252,205,99,9909,107127979,6732,2013-03-04,9.0,OZ,2,5.96
18955,86252,205,99,9909,107127979,6732,2013-03-04,10.0,OZ,1,3.59
19035,86252,205,99,9909,107127979,6732,2013-03-05,10.0,OZ,3,10.77
19578,86252,205,99,9909,107127979,6732,2013-03-07,9.0,OZ,1,2.98
19787,86252,205,99,9909,107127979,6732,2013-03-08,12.0,OZ,1,4.69
19819,86252,205,99,9909,107127979,6732,2013-03-08,7.0,OZ,1,3.69
20062,86252,205,99,9909,107127979,6732,2013-03-09,5.0,OZ,1,3.69
20150,86252,205,21,2119,108079383,6926,2013-03-09,20.0,OZ,2,3.38
20158,86252,205,99,9909,107127979,6732,2013-03-09,12.0,OZ,3,13.93
20201,86252,205,99,9909,107127979,6732,2013-03-09,8.0,OZ,1,2.29
20436,86252,205,99,9909,107127979,6732,2013-03-10,10.5,OZ,1,3.99
20444,86252,205,99,9909,107127979,6732,2013-03-10,12.0,OZ,2,9.1
20590,86252,205,99,9909,107127979,6732,2013-03-11,12.0,OZ,1,2.29
20654,86252,205,99,9909,107127979,6732,2013-03-11,7.0,OZ,1,4.55
20991,86252,205,99,9909,107127979,6732,2013-03-12,8.0,OZ,1,2.29
21044,86252,205,99,9909,107127979,6732,2013-03-13,9.0,OZ,0,0.0
21076,86252,205,99,9909,107127979,6732,2013-03-13,16.0,OZ,1,2.19
21227,86252,205,99,9909,107127979,6732,2013-03-14,9.0,OZ,1,2.98
21563,86252,205,99,9909,107127979,6732,2013-03-15,8.0,OZ,1,2.29
21599,86252,205,44,4401,105100050,13791,2013-03-15,19.6,OZ,1,4.59
21714,86252,205,35,3509,103320030,875,2013-03-16,55.52,OZ,1,7.19
21771,86252,205,56,5616,104610040,15889,2013-03-16,8.0,OZ,1,4.69
21862,86252,205,99,9909,107127979,6732,2013-03-16,6.0,OZ,1,2.65
22090,86252,205,99,9909,107127979,6732,2013-03-17,10.0,OZ,1,3.59
22106,86252,205,99,9909,107127979,6732,2013-03-17,16.0,OZ,2,4.38
22341,86252,205,44,4401,105100050,13791,2013-03-17,19.6,OZ,2,9.18
22379,86252,205,99,9909,107127979,6732,2013-03-18,7.0,OZ,1,4.55
22395,86252,205,99,9909,107127979,6732,2013-03-18,6.0,OZ,1,3.29
22480,86252,205,99,9909,107127979,6732,2013-03-18,9.0,OZ,1,3.69
22488,86252,205,99,9909,107127979,6732,2013-03-18,10.0,OZ,1,3.59
22710,86252,205,99,9909,107127979,6732,2013-03-19,8.0,OZ,1,2.29
22739,86252,205,99,9909,107127979,6732,2013-03-20,9.0,OZ,4,11.92
22903,86252,205,99,9909,107127979,6732,2013-03-20,5.5,OZ,1,3.69
22927,86252,205,99,9909,107127979,6732,2013-03-20,12.0,OZ,1,4.69
23039,86252,205,35,3509,103320030,875,2013-03-20,50.0,OZ,1,5.99
23118,86252,205,99,9909,107127979,6732,2013-03-21,12.0,OZ,2,4.58
23177,86252,205,99,9909,107127979,6732,2013-03-21,16.0,OZ,1,2.19
23426,86252,205,99,9909,107127979,6732,2013-03-22,16.0,OZ,1,2.19
24137,86252,205,99,9909,107127979,6732,2013-03-24,9.0,OZ,0,0.0
24475,86252,205,99,9909,107127979,6732,2013-03-25,12.0,OZ,2,5.18
24526,86252,205,99,9909,107127979,6732,2013-03-26,6.0,OZ,1,3.29
25620,12262064,95,17,1726,104460040,3718,2013-04-29,35.0,CT,1,3.39
27000,12277270,95,32,3203,106414464,13474,2013-04-16,5.0,OZ,1,3.14
27770,12332190,95,99,9909,107127979,6732,2013-03-31,6.5,OZ,3,5.97
31116,13074629,14,99,9909,107127979,6732,2013-04-12,10.0,OZ,1,1.99
33405,13179265,14,99,9909,107127979,6732,2013-03-15,11.0,OZ,1,2.49
33413,13179265,14,56,5616,104610040,15889,2013-03-17,7.5,OZ,1,3.0
35732,13251776,15,99,9909,107127979,6732,2013-03-13,16.0,OZ,5,14.95
38689,13501141,4,99,9909,107127979,6732,2013-03-03,12.0,OZ,1,2.5
38758,13501141,4,99,9909,107127979,6732,2013-03-15,12.0,OZ,1,1.99
38773,13501141,4,99,9909,107127979,6732,2013-03-18,12.0,OZ,1,1.99
38848,13501141,4,99,9909,107127979,6732,2013-04-05,12.0,OZ,1,1.69
38886,13501141,4,99,9909,107127979,6732,2013-04-13,12.0,OZ,2,1.99
38912,13501141,4,99,9909,107127979,6732,2013-04-18,12.0,OZ,1,1.99
38955,13501141,4,99,9909,107127979,6732,2013-04-25,12.0,OZ,1,1.99
38967,13501141,4,99,9909,107127979,6732,2013-04-27,10.5,OZ,1,3.99
43423,13744500,4,99,9909,107127979,6732,2013-03-01,10.0,OZ,2,5.68
43543,13744500,4,99,9909,107127979,6732,2013-03-29,5.0,OZ,1,3.79
43652,13744500,4,99,9909,107127979,6732,2013-04-19,5.0,OZ,2,3.99
45131,13807224,4,99,9909,107127979,6732,2013-03-04,12.0,OZ,1,1.99
45177,13807224,4,99,9909,107127979,6732,2013-03-17,12.0,OZ,1,1.99
45197,13807224,4,99,9909,107127979,6732,2013-03-24,12.0,OZ,2,-4.85
46657,13873775,4,56,5616,104610040,15889,2013-03-15,6.84,OZ,1,3.99
46658,13873775,4,56,5616,104610040,15889,2013-03-15,7.6,OZ,1,3.0
48680,14088807,3,17,1726,104460040,3718,2013-03-18,35.0,CT,1,2.99
49583,14278542,4,99,9909,107127979,6732,2013-04-03,10.0,OZ,1,4.99
50136,14381137,4,99,9909,107127979,6732,2013-03-10,10.0,OZ,1,5.59
50137,14381137,4,99,9909,107127979,6732,2013-03-10,6.4,OZ,1,3.99
51075,14632152,18,99,9909,107127979,6732,2013-04-15,16.0,OZ,1,1.25
51078,14632152,18,32,3203,106414464,13474,2013-04-19,5.0,OZ,1,3.49
52345,14790034,4,99,9909,107127979,6732,2013-03-02,12.0,OZ,2,2.98
52399,14790034,4,17,1726,104460040,3718,2013-03-17,35.0,CT,1,3.29
52425,14790034,4,99,9909,107127979,6732,2013-03-27,12.0,OZ,1,0.99
53183,14989775,15,32,3203,106414464,13474,2013-03-20,6.0,OZ,1,0.99
53205,14989775,15,32,3203,106414464,13474,2013-04-01,6.0,OZ,1,2.5
55267,15134033,15,99,9909,107127979,6732,2013-03-30,10.0,OZ,1,3.39
56466,15163210,15,99,9909,107127979,6732,2013-03-03,6.0,OZ,1,3.2
56535,15163210,15,17,1726,104460040,7668,2013-03-18,30.0,CT,1,3.19
57982,15575309,17,99,9909,107127979,6732,2013-03-23,12.0,OZ,1,2.99
57995,15575309,17,99,9909,107127979,6732,2013-03-23,9.0,OZ,1,0.0
58042,15575309,17,99,9909,107127979,6732,2013-04-12,12.0,OZ,1,1.0
58047,15575309,17,99,9909,107127979,6732,2013-04-14,12.0,OZ,1,1.0
58091,15575309,17,99,9909,107127979,6732,2013-04-27,12.0,OZ,2,2.0
58094,15575309,17,99,9909,107127979,6732,2013-04-27,9.0,OZ,1,1.0
58095,15575309,17,99,9909,107127979,6732,2013-04-27,16.0,OZ,1,1.0
59387,15708395,17,56,5616,104610040,15889,2013-04-13,6.84,OZ,1,4.49
59391,15708395,17,56,5616,104610040,15889,2013-04-13,7.6,OZ,1,4.49
61163,15753725,17,99,9909,107127979,6732,2013-03-03,11.9,OZ,1,3.99
61210,15753725,17,99,9909,107127979,6732,2013-03-10,11.9,OZ,2,6.0
61259,15753725,17,99,9909,107127979,6732,2013-03-16,9.8,OZ,1,3.99
61261,15753725,17,99,9909,107127979,6732,2013-03-16,11.9,OZ,4,15.96
61286,15753725,17,99,9909,107127979,6732,2013-03-24,11.9,OZ,2,7.98
61307,15753725,17,35,3509,103320030,875,2013-04-14,150.0,OZ,1,9.99
61312,15753725,17,99,9909,107127979,6732,2013-04-14,11.9,OZ,1,3.99
61327,15753725,17,99,9909,107127979,6732,2013-04-19,11.9,OZ,2,7.98
61343,15753725,17,99,9909,107127979,6732,2013-04-19,9.7,OZ,3,11.97
61362,15753725,17,99,9909,107127979,6732,2013-04-20,11.9,OZ,2,7.98
62246,15941277,14,99,9909,107127979,6732,2013-03-22,5.0,OZ,1,3.29
68439,16412251,95,99,9909,107127979,6732,2013-03-13,12.0,OZ,1,1.99
68462,16412251,95,99,9909,107127979,6732,2013-03-24,13.9,OZ,1,3.29
68473,16412251,95,99,9909,107127979,6732,2013-04-05,48.0,OZ,1,3.29
68489,16412251,95,99,9909,107127979,6732,2013-04-10,48.0,OZ,1,3.29
68519,16412251,95,99,9909,107127979,6732,2013-04-15,48.0,OZ,1,3.29
68532,16412251,95,99,9909,107127979,6732,2013-04-26,6.0,OZ,1,1.99
68535,16412251,95,99,9909,107127979,6732,2013-04-26,6.5,OZ,1,1.99
71135,16551772,4,35,3509,103320030,875,2013-03-30,75.0,OZ,2,6.99
71213,16551772,4,99,9909,107127979,6732,2013-04-24,12.0,OZ,2,3.0
71238,16551772,4,35,3509,103320030,875,2013-04-24,75.0,OZ,1,6.49
74251,16740945,95,99,9909,107127979,6732,2013-03-17,9.0,OZ,1,1.99
74999,16765955,18,99,9909,107127979,6732,2013-03-12,10.0,OZ,1,2.99
75062,16765955,18,56,5616,104610040,15889,2013-04-10,7.0,OZ,1,4.29
75076,16765955,18,56,5616,104610040,15889,2013-04-19,7.0,OZ,1,4.29
75829,16790471,18,99,9909,107127979,6732,2013-04-28,10.5,OZ,1,3.29
78352,16829614,95,99,9909,107127979,6732,2013-03-01,12.0,OZ,1,1.79
78392,16829614,95,99,9909,107127979,6732,2013-03-22,12.0,OZ,2,3.0
78419,16829614,95,99,9909,107127979,6732,2013-03-29,16.0,OZ,1,1.29
79626,16961724,95,99,9909,107127979,6732,2013-03-22,12.0,OZ,1,1.5
81095,16968198,88,99,9909,107127979,6732,2013-03-18,12.0,OZ,1,2.5
81106,16968198,88,99,9909,107127979,6732,2013-03-23,9.0,OZ,1,1.5
81185,16968198,88,99,9909,107127979,6732,2013-04-06,10.5,OZ,1,2.5
82594,17041984,95,99,9909,107127979,6732,2013-03-10,8.0,OZ,1,1.49
82672,17041984,95,99,9909,107127979,6732,2013-04-02,8.0,OZ,1,1.49
84467,17208569,15,17,1703,104460040,3718,2013-04-05,32.0,OZ,2,8.38
86310,17456470,14,99,9909,107127979,6732,2013-03-04,6.5,OZ,1,2.5
87005,17472223,4,32,3203,106414464,13474,2013-03-05,5.0,OZ,1,3.49
88511,17486592,15,17,1726,104460040,3718,2013-04-09,75.0,CT,1,6.79
89293,17552659,4,99,9909,107127979,6732,2013-03-26,9.0,OZ,1,2.49
89792,17563640,88,99,9909,107127979,6732,2013-03-02,12.0,OZ,1,2.5
91096,17652157,4,99,9909,107127979,6732,2013-03-04,10.0,OZ,1,5.59
91226,17652157,4,32,3203,106414464,13474,2013-04-12,20.0,OZ,1,8.24
91244,17652157,4,99,9909,107127979,6732,2013-04-24,12.0,OZ,1,1.0
93169,17792880,15,99,9909,107127979,6732,2013-03-04,12.0,OZ,1,2.5
93176,17792880,15,99,9909,107127979,6732,2013-03-04,8.0,OZ,1,1.99
93260,17792880,15,99,9909,107127979,6732,2013-03-29,6.0,OZ,1,2.5
93276,17792880,15,17,1726,104460040,3718,2013-03-31,35.0,CT,1,2.99
93285,17792880,15,99,9909,107127979,6732,2013-04-06,12.0,OZ,1,2.99
93334,17792880,15,99,9909,107127979,6732,2013-04-21,6.0,OZ,1,3.69
93345,17792880,15,99,9909,107127979,6732,2013-04-21,12.0,OZ,1,0.0
93350,17792880,15,17,1703,104460040,3718,2013-04-25,32.0,OZ,1,2.99
93363,17792880,15,99,9909,107127979,6732,2013-04-29,10.0,OZ,1,3.69
94566,17888308,4,35,3509,103320030,875,2013-03-09,150.0,OZ,1,10.99
94575,17888308,4,32,3203,106414464,13474,2013-03-10,6.0,OZ,1,1.29
95103,17956604,4,99,9909,107127979,6732,2013-04-11,48.0,OZ,1,3.49
95113,17956604,4,99,9909,107127979,6732,2013-04-20,48.0,OZ,1,3.49
95132,17956604,4,99,9909,107127979,6732,2013-04-29,48.0,OZ,1,3.49
95715,17995179,95,99,9909,107127979,6732,2013-03-25,12.0,OZ,1,0.88
100541,18714453,17,99,9909,107127979,6732,2013-04-16,48.0,OZ,2,7.98
102146,18854215,88,99,9909,107127979,6732,2013-03-10,6.0,OZ,1,2.99
102197,18854215,88,99,9909,107127979,6732,2013-03-21,10.5,OZ,2,7.38
102272,18854215,88,99,9909,107127979,6732,2013-04-06,8.0,OZ,1,1.49
103791,18985721,4,32,3203,106414464,13474,2013-04-13,8.0,OZ,1,4.49
104080,19006747,15,99,9909,107127979,6732,2013-03-09,16.0,OZ,1,2.99
104666,19119985,14,99,9909,107127979,6732,2013-03-13,9.0,OZ,1,2.39
105297,19134469,4,99,9909,107127979,6732,2013-03-18,48.0,OZ,1,3.49
107895,19253253,15,99,9909,107127979,6732,2013-03-12,6.0,OZ,1,3.69
107979,19253253,15,99,9909,107127979,6732,2013-03-25,5.5,OZ,1,3.69
107988,19253253,15,99,9909,107127979,6732,2013-03-25,12.0,OZ,1,3.69
108003,19253253,15,32,3203,106414464,13474,2013-03-25,6.0,OZ,1,2.79
108099,19253253,15,99,9909,107127979,6732,2013-04-26,8.0,OZ,1,1.0
109218,19277502,4,99,9909,107127979,6732,2013-04-04,6.0,OZ,1,3.99
111220,19346425,4,17,1703,104460040,3718,2013-04-13,32.0,OZ,1,4.19
112418,19460457,20,32,3203,106414464,13474,2013-04-21,5.0,OZ,1,3.49
116333,19607398,4,99,9909,107127979,6732,2013-03-03,12.0,OZ,1,3.19
116400,19607398,4,99,9909,107127979,6732,2013-03-13,12.0,OZ,1,3.19
116491,19607398,4,99,9909,107127979,6732,2013-03-31,12.0,OZ,1,3.0
116523,19607398,4,99,9909,107127979,6732,2013-04-07,12.0,OZ,1,2.99
116568,19607398,4,99,9909,107127979,6732,2013-04-13,12.0,OZ,2,-5.49
116619,19607398,4,99,9909,107127979,6732,2013-04-22,12.0,OZ,2,3.99
117446,19648997,4,17,1726,104460040,3718,2013-03-02,75.0,CT,1,5.0
117513,19648997,4,56,5616,104610040,15889,2013-04-01,8.0,OZ,2,7.98
117562,19648997,4,56,5616,104610040,15889,2013-04-20,8.0,OZ,1,4.49
120698,20552767,14,99,9909,107127979,6732,2013-03-05,5.0,OZ,1,2.5
120949,20552767,14,35,3509,103320030,875,2013-04-16,125.0,OZ,1,9.99
120970,20552767,14,99,9909,107127979,6732,2013-04-28,12.0,OZ,1,1.0
123272,21024070,15,56,5616,104610040,15889,2013-03-04,6.84,OZ,1,3.99
123278,21024070,15,99,9909,107127979,6732,2013-03-07,11.9,OZ,2,6.39
123298,21024070,15,99,9909,107127979,6732,2013-03-08,11.9,OZ,1,3.99
123326,21024070,15,56,5616,104610040,15889,2013-03-15,6.84,OZ,1,3.75
123369,21024070,15,99,9909,107127979,6732,2013-03-27,10.0,OZ,1,2.2
123379,21024070,15,56,5616,104610040,15889,2013-03-27,6.84,OZ,1,3.09
123403,21024070,15,99,9909,107127979,6732,2013-04-02,11.9,OZ,1,2.99
123414,21024070,15,99,9909,107127979,6732,2013-04-07,11.9,OZ,2,5.5
124358,21303030,95,99,9909,107127979,6732,2013-03-13,12.0,OZ,1,1.79
124430,21303030,95,44,4401,105100050,13791,2013-04-17,19.0,OZ,1,4.69
125627,21323129,4,99,9909,107127979,6732,2013-03-08,5.0,OZ,1,2.99
125676,21323129,4,99,9909,107127979,6732,2013-03-26,6.0,OZ,1,2.99
125704,21323129,4,99,9909,107127979,6732,2013-04-03,6.0,OZ,1,2.99
125727,21323129,4,99,9909,107127979,6732,2013-04-08,6.0,OZ,1,2.99
125768,21323129,4,99,9909,107127979,6732,2013-04-27,5.0,OZ,1,2.99
127353,21489091,17,99,9909,107127979,6732,2013-03-02,9.0,OZ,1,2.5
127380,21489091,17,35,3509,103320030,875,2013-03-16,75.0,OZ,1,0.0
127385,21489091,17,35,3509,103320030,875,2013-03-16,62.5,OZ,1,6.99
128172,21603296,4,99,9909,107127979,6732,2013-04-07,7.25,OZ,1,3.5
128989,21622166,3,99,9909,107127979,6732,2013-03-03,11.9,OZ,1,3.69
130170,21690320,4,99,9909,107127979,6732,2013-03-05,48.0,OZ,1,3.49
130194,21690320,4,99,9909,107127979,6732,2013-03-21,48.0,OZ,1,3.49
130232,21690320,4,99,9909,107127979,6732,2013-04-01,48.0,OZ,1,3.49
130247,21690320,4,99,9909,107127979,6732,2013-04-08,48.0,OZ,1,3.49
130283,21690320,4,99,9909,107127979,6732,2013-04-21,48.0,OZ,1,3.49
130302,21690320,4,99,9909,107127979,6732,2013-04-28,48.0,OZ,1,3.49
130944,21774908,14,56,5616,104610040,15889,2013-03-04,7.5,OZ,1,3.99
131006,21774908,14,56,5616,104610040,15889,2013-04-10,7.5,OZ,1,3.99
131364,21837001,15,99,9909,107127979,6732,2013-03-09,10.0,OZ,1,4.99
132667,21860840,15,99,9909,107127979,6732,2013-03-05,9.8,OZ,1,3.99
132715,21860840,15,99,9909,107127979,6732,2013-03-23,9.8,OZ,1,3.99
134510,22018852,88,99,9909,107127979,6732,2013-04-14,9.0,OZ,1,0.5
134516,22018852,88,99,9909,107127979,6732,2013-04-19,10.0,OZ,1,3.99
134536,22018852,88,99,9909,107127979,6732,2013-04-24,12.0,OZ,1,1.0
134549,22018852,88,99,9909,107127979,6732,2013-04-27,9.0,OZ,1,1.0
136671,22149847,18,17,1726,104460040,3718,2013-03-11,75.0,CT,1,6.79
136695,22149847,18,99,9909,107127979,6732,2013-03-18,12.0,OZ,1,1.79
136719,22149847,18,99,9909,107127979,6732,2013-03-23,12.0,OZ,1,0.33
136784,22149847,18,17,1726,104460040,3718,2013-04-16,75.0,CT,1,6.79
138160,22199203,88,99,9909,107127979,6732,2013-04-07,12.0,OZ,1,2.99
138211,22199203,88,99,9909,107127979,6732,2013-04-20,10.0,OZ,1,3.99
139067,22221380,95,99,9909,107127979,6732,2013-03-01,10.0,OZ,1,1.99
139092,22221380,95,32,3203,106414464,13474,2013-03-22,8.0,OZ,1,3.99
139112,22221380,95,99,9909,107127979,6732,2013-03-27,10.0,OZ,2,3.28
139132,22221380,95,99,9909,107127979,6732,2013-04-06,10.0,OZ,1,0.99
139142,22221380,95,99,9909,107127979,6732,2013-04-16,10.0,OZ,1,0.99
140060,22231751,88,17,1726,104460040,3718,2013-03-06,75.0,CT,1,5.49
144979,22644300,18,99,9909,107127979,6732,2013-03-13,8.0,OZ,1,1.99
144992,22644300,18,56,5616,104610040,15889,2013-03-17,7.0,OZ,1,3.0
145037,22644300,18,99,9909,107127979,6732,2013-04-08,16.0,OZ,1,1.49
145039,22644300,18,99,9909,107127979,6732,2013-04-08,12.0,OZ,1,1.49
145078,22644300,18,99,9909,107127979,6732,2013-04-16,9.0,OZ,1,1.25
145108,22644300,18,99,9909,107127979,6732,2013-04-25,16.0,OZ,1,0.76
148193,22735677,18,32,3203,106414464,13474,2013-03-01,5.0,OZ,1,3.99
148200,22735677,18,17,1726,104460040,3718,2013-03-01,75.0,CT,2,10.0
148305,22735677,18,99,9909,107127979,6732,2013-03-24,6.0,OZ,1,3.29
149928,22806689,18,99,9909,107127979,6732,2013-03-07,6.5,OZ,1,2.99
151298,23011309,18,99,9909,107127979,6732,2013-03-17,10.5,OZ,1,3.49
151344,23011309,18,99,9909,107127979,6732,2013-04-01,12.0,OZ,2,6.0
153519,23194614,15,35,3509,103320030,875,2013-03-26,150.0,OZ,1,12.99
154429,23211846,15,32,3203,106414464,13474,2013-03-27,5.0,OZ,1,2.49
154497,23211846,15,32,3203,106414464,13474,2013-04-12,5.0,OZ,1,2.99
155922,23447825,15,99,9909,107127979,6732,2013-03-09,12.0,OZ,1,1.99
159809,23791057,95,99,9909,107127979,6732,2013-03-12,16.0,OZ,1,2.79
159826,23791057,95,99,9909,107127979,6732,2013-03-15,9.0,OZ,1,1.99
159858,23791057,95,99,9909,107127979,6732,2013-04-01,6.0,OZ,1,1.99
161242,24032560,18,99,9909,107127979,6732,2013-03-25,10.0,OZ,1,2.99
168209,48445984,15,99,9909,107127979,6732,2013-03-17,16.0,OZ,1,0.99
168239,48445984,15,99,9909,107127979,6732,2013-03-24,6.0,OZ,1,3.69
168240,48445984,15,56,5616,104610040,15889,2013-03-24,7.6,OZ,1,2.59
168242,48445984,15,56,5616,104610040,15889,2013-03-24,7.5,OZ,1,4.09
169197,48464291,18,99,9909,107127979,6732,2013-03-07,10.0,OZ,1,1.49
169211,48464291,18,99,9909,107127979,6732,2013-03-15,10.0,OZ,1,4.99
169218,48464291,18,99,9909,107127979,6732,2013-03-18,10.0,OZ,1,4.99
169244,48464291,18,99,9909,107127979,6732,2013-03-27,10.0,OZ,1,1.49
169256,48464291,18,99,9909,107127979,6732,2013-03-31,10.0,OZ,1,4.99
169287,48464291,18,99,9909,107127979,6732,2013-04-16,10.0,OZ,1,1.0
170410,48532593,20,99,9909,107127979,6732,2013-04-28,16.0,OZ,1,2.99
171934,48682962,15,99,9909,107127979,6732,2013-03-19,10.0,OZ,1,4.99
174270,48747840,14,32,3203,106414464,13474,2013-04-19,5.0,OZ,1,3.49
176374,49165299,3,99,9909,107127979,6732,2013-03-02,12.0,OZ,1,2.06
176376,49165299,3,99,9909,107127979,6732,2013-03-02,6.5,OZ,1,2.5
176420,49165299,3,99,9909,107127979,6732,2013-03-10,10.5,OZ,1,3.0
176452,49165299,3,99,9909,107127979,6732,2013-03-17,12.0,OZ,1,2.5
177548,49182915,88,99,9909,107127979,6732,2013-03-09,6.5,OZ,1,2.99
177606,49182915,88,99,9909,107127979,6732,2013-03-17,10.0,OZ,1,3.99
177607,49182915,88,56,5616,104610040,15889,2013-03-17,7.5,OZ,1,3.0
177734,49182915,88,99,9909,107127979,6732,2013-04-11,12.0,OZ,1,1.5
177736,49182915,88,99,9909,107127979,6732,2013-04-11,9.0,OZ,1,1.5
177818,49182915,88,99,9909,107127979,6732,2013-04-28,5.0,OZ,1,2.99
179924,49240577,18,99,9909,107127979,6732,2013-03-10,12.0,OZ,3,2.97
179967,49240577,18,99,9909,107127979,6732,2013-03-17,12.0,OZ,2,1.98
179993,49240577,18,99,9909,107127979,6732,2013-03-24,12.0,OZ,2,1.98
180044,49240577,18,99,9909,107127979,6732,2013-04-07,12.0,OZ,2,1.98
